gene	ontology	GO_id	GO_name
fig|657315.3.peg.1	BP	GO:0009372	quorum sensing
fig|657315.3.peg.1	MF	GO:0008233	peptidase activity
fig|657315.3.peg.1	CC	GO:0016021	integral component of membrane
fig|657315.3.peg.199|ROI_30530	MF	0043168	anion binding	0.4403279071791804	0.401050666216	16
fig|657315.3.peg.199|ROI_30530	BP	0009058	biosynthetic process	0.15827374248851406	0.362465834572	16
fig|657315.3.peg.199|ROI_30530	CC	0044464	cell part	0.009934647068717072	0.319172475999	16
fig|657315.3.peg.199|ROI_30530	MF	0036094	small molecule binding	0.41424837559984473	0.39815381251	17
fig|657315.3.peg.199|ROI_30530	BP	0034641	cellular nitrogen compound metabolic process	0.13804329052321307	0.358647865721	17
fig|657315.3.peg.199|ROI_30530	CC	0005623	cell	0.009499884789040956	0.318852259572	17
fig|657315.3.peg.199|ROI_30530	MF	0140098	catalytic activity, acting on RNA	0.4109648006706893	0.397782690825	18
fig|657315.3.peg.199|ROI_30530	BP	0043170	macromolecule metabolic process	0.13743215342288842	0.358528315856	18
fig|657315.3.peg.199|ROI_30530	MF	0016772	transferase activity, transferring phosphorus-containing groups	0.3167743813323327	0.386422499672	19
fig|657315.3.peg.199|ROI_30530	BP	0006807	nitrogen compound metabolic process	0.09394503236301019	0.349204459048	19
fig|657315.3.peg.199|ROI_30530	MF	0043167	ion binding	0.3049982633064536	0.384889092682	20
fig|657315.3.peg.199|ROI_30530	BP	0044238	primary metabolic process	0.08507696394562866	0.34705187167	20
fig|657315.3.peg.199|ROI_30530	MF	0004386	helicase activity	0.2868470453522841	0.382466366323	21
fig|657315.3.peg.199|ROI_30530	BP	0044237	cellular metabolic process	0.08077987031787962	0.345968453292	21
fig|657315.3.peg.199|ROI_30530	MF	1901363	heterocyclic compound binding	0.2238253512011913	0.373394387197	22
fig|657315.3.peg.199|ROI_30530	BP	0071704	organic substance metabolic process	0.07417882788705576	0.344246367665	22
fig|657315.3.peg.199|ROI_30530	MF	0097159	organic cyclic compound binding	0.22376942571246777	0.373385804597	23
fig|657315.3.peg.199|ROI_30530	BP	0009987	cellular process	0.05804386865477786	0.339682012587	23
fig|657315.3.peg.199|ROI_30530	MF	0016740	transferase activity	0.20294587342690157	0.370111894693	24
fig|657315.3.peg.199|ROI_30530	BP	0008152	metabolic process	0.044194700842191646	0.335224721877	24
fig|657315.3.peg.199|ROI_30530	MF	0017111	nucleoside-triphosphatase activity	0.17489409794848523	0.365423136141	25
fig|657315.3.peg.199|ROI_30530	MF	0016462	pyrophosphatase activity	0.17139842181912904	0.364813224694	26
fig|657315.3.peg.199|ROI_30530	MF	0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	0.17075813346639013	0.364700837979	27
fig|657315.3.peg.199|ROI_30530	MF	0016817	hydrolase activity, acting on acid anhydrides	0.1706012557428124	0.36467326987	28
fig|657315.3.peg.199|ROI_30530	MF	0005488	binding	0.1564630215047511	0.362134450819	29
fig|657315.3.peg.199|ROI_30530	MF	0016787	hydrolase activity	0.09917097404828085	0.350425546609	30
fig|657315.3.peg.199|ROI_30530	MF	0003824	catalytic activity	0.08292751061605025	0.346513443095	31
fig|657315.3.peg.200|ROI_30540	CC	0016021	integral component of membrane	0.8320427035081186	0.437146176237	1
fig|657315.3.peg.200|ROI_30540	CC	0031224	intrinsic component of membrane	0.8300857456664267	0.436990328366	2
fig|657315.3.peg.200|ROI_30540	CC	0044425	membrane part	0.8034937541494329	0.434854104655	3
fig|657315.3.peg.200|ROI_30540	CC	0016020	membrane	0.6939518659248367	0.425657078947	4
fig|657315.3.peg.201|ROI_30550	MF	0000150	recombinase activity	7.915236110094844	0.713206107076	1
fig|657315.3.peg.201|ROI_30550	BP	0006310	DNA recombination	4.9231178310507	0.626871212489	1
fig|657315.3.peg.201|ROI_30550	MF	0140097	catalytic activity, acting on DNA	4.328387940154861	0.606785378789	2
fig|657315.3.peg.201|ROI_30550	BP	0006259	DNA metabolic process	3.4316981350551123	0.573680722449	2
fig|657315.3.peg.201|ROI_30550	MF	0003677	DNA binding	2.631278372313228	0.540232051268	3
fig|657315.3.peg.201|ROI_30550	BP	0090304	nucleic acid metabolic process	2.3994204734438354	0.529615712698	3
fig|657315.3.peg.201|ROI_30550	BP	0006139	nucleobase-containing compound metabolic process	1.8533241538287588	0.502370704122	4
fig|657315.3.peg.201|ROI_30550	MF	0003676	nucleic acid binding	1.8020284834519258	0.499615978303	4
fig|657315.3.peg.201|ROI_30550	BP	0006725	cellular aromatic compound metabolic process	1.6856558384864542	0.493217239183	5
fig|657315.3.peg.201|ROI_30550	MF	1901363	heterocyclic compound binding	1.0468410703159619	0.453261745275	5
fig|657315.3.peg.201|ROI_30550	BP	0046483	heterocycle metabolic process	1.683103120406543	0.493074442034	6
fig|657315.3.peg.201|ROI_30550	MF	0097159	organic cyclic compound binding	1.0465795043308799	0.453243184135	6
fig|657315.3.peg.201|ROI_30550	BP	0044260	cellular macromolecule metabolic process	1.676098385358194	0.49268204516	7
fig|657315.3.peg.201|ROI_30550	MF	0016853	isomerase activity	0.7869259338945029	0.433505244231	7
fig|657315.3.peg.201|ROI_30550	BP	1901360	organic cyclic compound metabolic process	1.6534384135227986	0.491407011678	8
fig|657315.3.peg.201|ROI_30550	MF	0005488	binding	0.731784474001224	0.428910471929	8
fig|657315.3.peg.201|ROI_30550	BP	0034641	cellular nitrogen compound metabolic process	1.3436265942846357	0.473008446705	9
fig|657315.3.peg.201|ROI_30550	MF	0003824	catalytic activity	0.631285810415996	0.4200664769	9
fig|657315.3.peg.201|ROI_30550	BP	0043170	macromolecule metabolic process	1.3376781700067304	0.472635470837	10
fig|657315.3.peg.201|ROI_30550	BP	0006807	nitrogen compound metabolic process	0.9144018764363284	0.443546574812	11
fig|657315.3.peg.201|ROI_30550	BP	0044238	primary metabolic process	0.8280856743205449	0.436830857089	12
fig|657315.3.peg.201|ROI_30550	BP	0044237	cellular metabolic process	0.7862604667752078	0.433450770372	13
fig|657315.3.peg.201|ROI_30550	BP	0071704	organic substance metabolic process	0.7220100702043958	0.428078147135	14
fig|657315.3.peg.201|ROI_30550	BP	0009987	cellular process	0.5649625220039896	0.413838111812	15
fig|657315.3.peg.201|ROI_30550	BP	0008152	metabolic process	0.43016343027578624	0.399932099667	16
fig|657315.3.peg.202|ROI_30560	MF	0004412	homoserine dehydrogenase activity	4.064264714882054	0.597423513839	1
fig|657315.3.peg.202|ROI_30560	BP	0009088	threonine biosynthetic process	2.925481637191597	0.553050652055	1
fig|657315.3.peg.202|ROI_30560	BP	0006566	threonine metabolic process	2.819241296671266	0.548499460679	2
fig|657315.3.peg.202|ROI_30560	MF	0050661	NADP binding	2.602906655919239	0.5389587995	2
fig|657315.3.peg.202|ROI_30560	BP	0009097	isoleucine biosynthetic process	2.7590202564525157	0.545881538322	3
fig|657315.3.peg.202|ROI_30560	MF	0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	2.2368170116027457	0.521861006003	3
fig|657315.3.peg.202|ROI_30560	BP	0006549	isoleucine metabolic process	2.758253835142	0.545848037389	4
fig|657315.3.peg.202|ROI_30560	MF	0016614	oxidoreductase activity, acting on CH-OH group of donors	2.1539240294334143	0.517799193967	4
fig|657315.3.peg.202|ROI_30560	BP	0009086	methionine biosynthetic process	2.565231681935397	0.537257266409	5
fig|657315.3.peg.202|ROI_30560	MF	0050662	coenzyme binding	1.5353542837849816	0.484616468894	5
fig|657315.3.peg.202|ROI_30560	BP	0006555	methionine metabolic process	2.5375010192298566	0.535996855769	6
fig|657315.3.peg.202|ROI_30560	MF	0048037	cofactor binding	1.1625099916153436	0.461254286603	6
fig|657315.3.peg.202|ROI_30560	BP	0009082	branched-chain amino acid biosynthetic process	2.466565146351479	0.532740986761	7
fig|657315.3.peg.202|ROI_30560	MF	0016491	oxidoreductase activity	1.005467503388513	0.450296399655	7
fig|657315.3.peg.202|ROI_30560	BP	0009081	branched-chain amino acid metabolic process	2.430437907339947	0.531064793239	8
fig|657315.3.peg.202|ROI_30560	MF	0000166	nucleotide binding	0.8810585724089324	0.44099157393	8
fig|657315.3.peg.202|ROI_30560	BP	0000097	sulfur amino acid biosynthetic process	2.3911332427926815	0.529226964535	9
fig|657315.3.peg.202|ROI_30560	MF	1901265	nucleoside phosphate binding	0.8810585375481563	0.440991571234	9
fig|657315.3.peg.202|ROI_30560	BP	0000096	sulfur amino acid metabolic process	2.3438457360480145	0.526995734118	10
fig|657315.3.peg.202|ROI_30560	MF	0036094	small molecule binding	0.820836086397926	0.436251206923	10
fig|657315.3.peg.202|ROI_30560	BP	0009067	aspartate family amino acid biosynthetic process	2.20544346074928	0.520332680039	11
fig|657315.3.peg.202|ROI_30560	MF	1901363	heterocyclic compound binding	0.44351151661268234	0.401398350788	11
fig|657315.3.peg.202|ROI_30560	BP	0009066	aspartate family amino acid metabolic process	2.140467763200187	0.517132500974	12
fig|657315.3.peg.202|ROI_30560	MF	0097159	organic cyclic compound binding	0.4434006998611929	0.401386269404	12
fig|657315.3.peg.202|ROI_30560	BP	0044272	sulfur compound biosynthetic process	1.9612264749911634	0.508043591542	13
fig|657315.3.peg.202|ROI_30560	MF	0005488	binding	0.3100325838380972	0.385548187156	13
fig|657315.3.peg.202|ROI_30560	BP	0006790	sulfur compound metabolic process	1.8100757576438786	0.500050709242	14
fig|657315.3.peg.202|ROI_30560	MF	0003824	catalytic activity	0.22721829581819006	0.373913094278	14
fig|657315.3.peg.202|ROI_30560	BP	1901607	alpha-amino acid biosynthetic process	1.623241563596639	0.489694234545	15
fig|657315.3.peg.202|ROI_30560	BP	0008652	cellular amino acid biosynthetic process	1.5623671647896635	0.486192284767	16
fig|657315.3.peg.202|ROI_30560	BP	1901605	alpha-amino acid metabolic process	1.4656447710937888	0.48048466183	17
fig|657315.3.peg.202|ROI_30560	BP	0006520	cellular amino acid metabolic process	1.4635773116838484	0.480360635902	18
fig|657315.3.peg.202|ROI_30560	BP	0046394	carboxylic acid biosynthetic process	1.3619806504115768	0.474154101549	19
fig|657315.3.peg.202|ROI_30560	BP	0016053	organic acid biosynthetic process	1.3601534552638588	0.474040395959	20
fig|657315.3.peg.202|ROI_30560	BP	0019752	carboxylic acid metabolic process	1.2327951444245973	0.465917459792	21
fig|657315.3.peg.202|ROI_30560	BP	0043436	oxoacid metabolic process	1.2245306176500523	0.465376158758	22
fig|657315.3.peg.202|ROI_30560	BP	0006082	organic acid metabolic process	1.2189307131194407	0.465008343457	23
fig|657315.3.peg.202|ROI_30560	BP	0044283	small molecule biosynthetic process	1.1787183958995244	0.462341895096	24
fig|657315.3.peg.202|ROI_30560	BP	0055114	oxidation-reduction process	0.8949607975701966	0.44206263791	25
fig|657315.3.peg.202|ROI_30560	BP	0044281	small molecule metabolic process	0.8732562226383201	0.440386756436	26
fig|657315.3.peg.202|ROI_30560	BP	1901566	organonitrogen compound biosynthetic process	0.7476363947086176	0.430248588264	27
fig|657315.3.peg.202|ROI_30560	BP	0044249	cellular biosynthetic process	0.5981381237412432	0.416996794203	28
fig|657315.3.peg.202|ROI_30560	BP	1901576	organic substance biosynthetic process	0.5888964246234668	0.416125880639	29
fig|657315.3.peg.202|ROI_30560	BP	0009058	biosynthetic process	0.5703641761810448	0.414358609972	30
fig|657315.3.peg.202|ROI_30560	BP	1901564	organonitrogen compound metabolic process	0.5540037662303465	0.412774435292	31
fig|657315.3.peg.202|ROI_30560	BP	0006807	nitrogen compound metabolic process	0.3874014638051548	0.395074778326	32
fig|657315.3.peg.202|ROI_30560	BP	0044238	primary metabolic process	0.3508321785581941	0.390703539775	33
fig|657315.3.peg.202|ROI_30560	BP	0044237	cellular metabolic process	0.33311223829498504	0.388503452461	34
fig|657315.3.peg.202|ROI_30560	BP	0071704	organic substance metabolic process	0.30589149616505856	0.385006429688	35
fig|657315.3.peg.202|ROI_30560	BP	0009987	cellular process	0.23935570744056503	0.375737637589	36
fig|657315.3.peg.202|ROI_30560	BP	0008152	metabolic process	0.18224584491640652	0.366686260076	37
fig|657315.3.peg.203|ROI_30570	BP	0000160	phosphorelay signal transduction system	5.167747050123111	0.634778502432	1
fig|657315.3.peg.203|ROI_30570	MF	0016301	kinase activity	0.19627983613358102	0.369028653308	1
fig|657315.3.peg.203|ROI_30570	BP	0035556	intracellular signal transduction	4.9345695786219625	0.627245698791	2
fig|657315.3.peg.203|ROI_30570	MF	0016772	transferase activity, transferring phosphorus-containing groups	0.1641419572293463	0.36352696193	2
fig|657315.3.peg.203|ROI_30570	BP	0007165	signal transduction	4.377075226839479	0.608479611051	3
fig|657315.3.peg.203|ROI_30570	MF	0016740	transferase activity	0.10515980722873787	0.351785968422	3
fig|657315.3.peg.203|ROI_30570	BP	0023052	signaling	4.364706823230651	0.608050108855	4
fig|657315.3.peg.203|ROI_30570	MF	0003824	catalytic activity	0.028551269107573066	0.329234619391	4
fig|657315.3.peg.203|ROI_30570	BP	0007154	cell communication	4.225810965571989	0.603184407666	5
fig|657315.3.peg.203|ROI_30570	BP	0051716	cellular response to stimulus	3.6345965033856547	0.581518249877	6
fig|657315.3.peg.203|ROI_30570	BP	0050896	response to stimulus	3.3068853308215447	0.568743927605	7
fig|657315.3.peg.203|ROI_30570	BP	0050794	regulation of cellular process	2.6798780582716577	0.542397236622	8
fig|657315.3.peg.203|ROI_30570	BP	0050789	regulation of biological process	2.6026202675435384	0.538945911822	9
fig|657315.3.peg.203|ROI_30570	BP	0065007	biological regulation	2.4909634983736977	0.533866060041	10
fig|657315.3.peg.203|ROI_30570	BP	0009987	cellular process	0.6648614478421144	0.423094681043	11
fig|657315.3.peg.203|ROI_30570	BP	0016310	phosphorylation	0.15900793298497148	0.362599659856	12
fig|657315.3.peg.203|ROI_30570	BP	0006796	phosphate-containing compound metabolic process	0.12772583582510805	0.356592667167	13
fig|657315.3.peg.203|ROI_30570	BP	0006793	phosphorus metabolic process	0.12654342719451023	0.356351913201	14
fig|657315.3.peg.203|ROI_30570	BP	0044237	cellular metabolic process	0.041857444288712665	0.334406601493	15
fig|657315.3.peg.203|ROI_30570	BP	0008152	metabolic process	0.022900225279872875	0.326672855199	16
fig|657315.3.peg.204	CC	0016021	integral component of membrane	0.8318091786499526	0.437127588462	1
fig|657315.3.peg.204	BP	0006811	ion transport	0.42977690151515735	0.399889304051	1
fig|657315.3.peg.204	CC	0031224	intrinsic component of membrane	0.8298527700568755	0.436971762464	2
fig|657315.3.peg.204	BP	0006810	transport	0.2762398713824447	0.381014980561	2
fig|657315.3.peg.204	CC	0044425	membrane part	0.8032682419681665	0.434835838554	3
fig|657315.3.peg.204	BP	0051234	establishment of localization	0.27560130521047277	0.380926723279	3
fig|657315.3.peg.204	CC	0016020	membrane	0.6937570982640174	0.425640103576	4
fig|657315.3.peg.204	BP	0051179	localization	0.2709601034606822	0.380282158607	4
fig|657315.3.peg.204	CC	0005886	plasma membrane	0.34883147697431427	0.390457961626	5
fig|657315.3.peg.204	CC	0071944	cell periphery	0.33206949746441466	0.388372184732	6
fig|657315.3.peg.204	CC	0044464	cell part	0.10339711361467585	0.351389672115	7
fig|657315.3.peg.204	CC	0005623	cell	0.0988722256628332	0.350356621519	8
fig|657315.3.peg.205|ROI_30600	MF	0004088	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	3.686921595142848	0.583503722119	1
fig|657315.3.peg.205|ROI_30600	BP	0006207	de novo pyrimidine nucleobase biosynthetic process	3.1812591091577502	0.563679947194	1
fig|657315.3.peg.205|ROI_30600	BP	0019856	pyrimidine nucleobase biosynthetic process	3.073445537007359	0.559253678415	2
fig|657315.3.peg.205|ROI_30600	MF	0016884	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	2.8176171795395457	0.548429226194	2
fig|657315.3.peg.205|ROI_30600	BP	0006206	pyrimidine nucleobase metabolic process	2.9993679821090438	0.556167284436	3
fig|657315.3.peg.205|ROI_30600	MF	0016879	ligase activity, forming carbon-nitrogen bonds	2.198437278702652	0.519989900098	3
fig|657315.3.peg.205|ROI_30600	BP	0006526	arginine biosynthetic process	2.9380477588961313	0.553583463538	4
fig|657315.3.peg.205|ROI_30600	MF	0016874	ligase activity	1.72883997139149	0.495616741724	4
fig|657315.3.peg.205|ROI_30600	BP	0044205	de novo UMP biosynthetic process	2.863198704637901	0.55039276102	5
fig|657315.3.peg.205|ROI_30600	MF	0005524	ATP binding	1.0547510691074395	0.453821960086	5
fig|657315.3.peg.205|ROI_30600	BP	0046112	nucleobase biosynthetic process	2.861081937257631	0.550301923703	6
fig|657315.3.peg.205|ROI_30600	MF	0032559	adenyl ribonucleotide binding	1.0500198845127322	0.45348713394	6
fig|657315.3.peg.205|ROI_30600	BP	0006525	arginine metabolic process	2.801389280017247	0.547726340643	7
fig|657315.3.peg.205|ROI_30600	MF	0030554	adenyl nucleotide binding	1.0482999601257805	0.453365227916	7
fig|657315.3.peg.205|ROI_30600	BP	0006222	UMP biosynthetic process	2.780002364610817	0.546796883609	8
fig|657315.3.peg.205|ROI_30600	MF	0035639	purine ribonucleoside triphosphate binding	0.9996466869397814	0.449874347206	8
fig|657315.3.peg.205|ROI_30600	BP	0046049	UMP metabolic process	2.7799311874524326	0.546793784353	9
fig|657315.3.peg.205|ROI_30600	MF	0032555	purine ribonucleotide binding	0.9929554325872331	0.449387660509	9
fig|657315.3.peg.205|ROI_30600	BP	0009174	pyrimidine ribonucleoside monophosphate biosynthetic process	2.7780399547438575	0.546711420159	10
fig|657315.3.peg.205|ROI_30600	MF	0017076	purine nucleotide binding	0.9913316881268306	0.449269310831	10
fig|657315.3.peg.205|ROI_30600	BP	0009173	pyrimidine ribonucleoside monophosphate metabolic process	2.7779646369325808	0.546708139448	11
fig|657315.3.peg.205|ROI_30600	MF	0008144	drug binding	0.986103703105959	0.448887599386	11
fig|657315.3.peg.205|ROI_30600	BP	0009112	nucleobase metabolic process	2.721765536004372	0.544247681404	12
fig|657315.3.peg.205|ROI_30600	MF	0032553	ribonucleotide binding	0.9755492750393905	0.448113891892	12
fig|657315.3.peg.205|ROI_30600	BP	0009130	pyrimidine nucleoside monophosphate biosynthetic process	2.650939555358219	0.541110373468	13
fig|657315.3.peg.205|ROI_30600	MF	0097367	carbohydrate derivative binding	0.9588861013805964	0.446883803687	13
fig|657315.3.peg.205|ROI_30600	BP	0009129	pyrimidine nucleoside monophosphate metabolic process	2.65081876940086	0.54110498757	14
fig|657315.3.peg.205|ROI_30600	MF	0000166	nucleotide binding	0.8698374538556597	0.440120891421	14
fig|657315.3.peg.205|ROI_30600	BP	0006541	glutamine metabolic process	2.6440225609496504	0.540801743775	15
fig|657315.3.peg.205|ROI_30600	MF	1901265	nucleoside phosphate binding	0.8698374194388687	0.440120888741	15
fig|657315.3.peg.205|ROI_30600	BP	0046132	pyrimidine ribonucleoside biosynthetic process	2.619296027191818	0.539695155084	16
